"label (S)","n (N)","content (M)","number (N)"
"l","6","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""18"" },          { ""N"" : ""8"" },          { ""N"" : ""-12"" },          { ""N"" : ""-12"" },          { ""N"" : ""-5"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""2"" },          { ""N"" : ""1"" },          { ""N"" : ""1"" },          { ""N"" : ""-2"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""4"" },          { ""N"" : ""-2"" },          { ""N"" : ""1"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""4"" },          { ""N"" : ""13"" },          { ""N"" : ""10"" },          { ""N"" : ""2"" },          { ""N"" : ""-7"" },          { ""N"" : ""-22"" },          { ""N"" : ""-2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"o","5","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""7"" },          { ""N"" : ""9"" },          { ""N"" : ""8"" },          { ""N"" : ""2"" },          { ""N"" : ""-1"" },          { ""N"" : ""-7"" },          { ""N"" : ""-11"" },          { ""N"" : ""-5"" },          { ""N"" : ""-1"" },          { ""N"" : ""-1"" },          { ""N"" : ""4"" },          { ""N"" : ""11"" },          { ""N"" : ""10"" },          { ""N"" : ""4"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""4"" },          { ""N"" : ""13"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" },          { ""N"" : ""-12"" },          { ""N"" : ""-11"" },          { ""N"" : ""-18"" },          { ""N"" : ""-9"" },          { ""N"" : ""-2"" },          { ""N"" : ""14"" },          { ""N"" : ""13"" },          { ""N"" : ""14"" },          { ""N"" : ""7"" },          { ""N"" : ""0"" },          { ""N"" : ""-12"" },          { ""N"" : ""-9"" },          { ""N"" : ""-3"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"l","7","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""14"" },          { ""N"" : ""9"" },          { ""N"" : ""-7"" },          { ""N"" : ""-11"" },          { ""N"" : ""-8"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""4"" },          { ""N"" : ""2"" },          { ""N"" : ""-1"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""-1"" },          { ""N"" : ""1"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""15"" },          { ""N"" : ""16"" },          { ""N"" : ""2"" },          { ""N"" : ""-18"" },          { ""N"" : ""-12"" },          { ""N"" : ""-7"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"o","2","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-2"" },          { ""N"" : ""0"" },          { ""N"" : ""4"" },          { ""N"" : ""10"" },          { ""N"" : ""9"" },          { ""N"" : ""7"" },          { ""N"" : ""2"" },          { ""N"" : ""-5"" },          { ""N"" : ""-9"" },          { ""N"" : ""-8"" },          { ""N"" : ""-6"" },          { ""N"" : ""-3"" },          { ""N"" : ""4"" },          { ""N"" : ""13"" },          { ""N"" : ""6"" },          { ""N"" : ""6"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""3"" },          { ""N"" : ""6"" },          { ""N"" : ""1"" },          { ""N"" : ""9"" },          { ""N"" : ""-7"" },          { ""N"" : ""-10"" },          { ""N"" : ""-12"" },          { ""N"" : ""-14"" },          { ""N"" : ""-8"" },          { ""N"" : ""-4"" },          { ""N"" : ""0"" },          { ""N"" : ""8"" },          { ""N"" : ""20"" },          { ""N"" : ""16"" },          { ""N"" : ""-7"" },          { ""N"" : ""-7"" },          { ""N"" : ""-14"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"l","9","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""15"" },          { ""N"" : ""12"" },          { ""N"" : ""-9"" },          { ""N"" : ""-13"" },          { ""N"" : ""-9"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""2"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""4"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""14"" },          { ""N"" : ""9"" },          { ""N"" : ""-2"" },          { ""N"" : ""-6"" },          { ""N"" : ""-15"" },          { ""N"" : ""-3"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"l","10","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""10"" },          { ""N"" : ""11"" },          { ""N"" : ""6"" },          { ""N"" : ""-6"" },          { ""N"" : ""-12"" },          { ""N"" : ""-7"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""2"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""-1"" },          { ""N"" : ""-1"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""2"" },          { ""N"" : ""-3"" },          { ""N"" : ""-1"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""2"" },          { ""N"" : ""17"" },          { ""N"" : ""7"" },          { ""N"" : ""0"" },          { ""N"" : ""-18"" },          { ""N"" : ""-20"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"m","5","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""15"" },          { ""N"" : ""10"" },          { ""N"" : ""-6"" },          { ""N"" : ""-20"" },          { ""N"" : ""-24"" },          { ""N"" : ""-13"" },          { ""N"" : ""0"" },          { ""N"" : ""23"" },          { ""N"" : ""27"" },          { ""N"" : ""16"" },          { ""N"" : ""-10"" },          { ""N"" : ""-19"" },          { ""N"" : ""-22"" },          { ""N"" : ""-11"" },          { ""N"" : ""0"" },          { ""N"" : ""16"" },          { ""N"" : ""23"" },          { ""N"" : ""13"" },          { ""N"" : ""-5"" },          { ""N"" : ""-11"" },          { ""N"" : ""-7"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""1"" },          { ""N"" : ""-1"" },          { ""N"" : ""-3"" },          { ""N"" : ""8"" },          { ""N"" : ""5"" },          { ""N"" : ""2"" },          { ""N"" : ""7"" },          { ""N"" : ""-20"" },          { ""N"" : ""-1"" },          { ""N"" : ""-7"" },          { ""N"" : ""2"" },          { ""N"" : ""2"" },          { ""N"" : ""1"" },          { ""N"" : ""5"" },          { ""N"" : ""4"" },          { ""N"" : ""-8"" },          { ""N"" : ""-4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-3"" },          { ""N"" : ""-3"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"o","7","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""7"" },          { ""N"" : ""7"" },          { ""N"" : ""9"" },          { ""N"" : ""5"" },          { ""N"" : ""2"" },          { ""N"" : ""-2"" },          { ""N"" : ""-8"" },          { ""N"" : ""-11"" },          { ""N"" : ""-5"" },          { ""N"" : ""-2"" },          { ""N"" : ""-1"" },          { ""N"" : ""3"" },          { ""N"" : ""12"" },          { ""N"" : ""10"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""14"" },          { ""N"" : ""-7"" },          { ""N"" : ""6"" },          { ""N"" : ""-9"" },          { ""N"" : ""-9"" },          { ""N"" : ""-11"" },          { ""N"" : ""-12"" },          { ""N"" : ""-9"" },          { ""N"" : ""0"" },          { ""N"" : ""9"" },          { ""N"" : ""12"" },          { ""N"" : ""10"" },          { ""N"" : ""11"" },          { ""N"" : ""0"" },          { ""N"" : ""-4"" },          { ""N"" : ""-9"" },          { ""N"" : ""-7"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"m","8","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""8"" },          { ""N"" : ""8"" },          { ""N"" : ""5"" },          { ""N"" : ""-5"" },          { ""N"" : ""-17"" },          { ""N"" : ""-19"" },          { ""N"" : ""-9"" },          { ""N"" : ""3"" },          { ""N"" : ""15"" },          { ""N"" : ""21"" },          { ""N"" : ""13"" },          { ""N"" : ""-5"" },          { ""N"" : ""-14"" },          { ""N"" : ""-19"" },          { ""N"" : ""-10"" },          { ""N"" : ""2"" },          { ""N"" : ""13"" },          { ""N"" : ""20"" },          { ""N"" : ""9"" },          { ""N"" : ""-4"" },          { ""N"" : ""-9"" },          { ""N"" : ""-9"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""-5"" },          { ""N"" : ""0"" },          { ""N"" : ""9"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""-8"" },          { ""N"" : ""-5"" },          { ""N"" : ""-7"" },          { ""N"" : ""0"" },          { ""N"" : ""2"" },          { ""N"" : ""4"" },          { ""N"" : ""5"" },          { ""N"" : ""7"" },          { ""N"" : ""-2"" },          { ""N"" : ""-12"" },          { ""N"" : ""-4"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" }        ]      }    }  }}","30"
"m","9","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""21"" },          { ""N"" : ""9"" },          { ""N"" : ""5"" },          { ""N"" : ""-8"" },          { ""N"" : ""-16"" },          { ""N"" : ""-15"" },          { ""N"" : ""-7"" },          { ""N"" : ""8"" },          { ""N"" : ""23"" },          { ""N"" : ""16"" },          { ""N"" : ""9"" },          { ""N"" : ""-10"" },          { ""N"" : ""-22"" },          { ""N"" : ""-17"" },          { ""N"" : ""-3"" },          { ""N"" : ""13"" },          { ""N"" : ""24"" },          { ""N"" : ""12"" },          { ""N"" : ""-6"" },          { ""N"" : ""-9"" },          { ""N"" : ""-8"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-4"" },          { ""N"" : ""1"" },          { ""N"" : ""-2"" },          { ""N"" : ""0"" },          { ""N"" : ""3"" },          { ""N"" : ""4"" },          { ""N"" : ""3"" },          { ""N"" : ""1"" },          { ""N"" : ""-9"" },          { ""N"" : ""-1"" },          { ""N"" : ""-4"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""7"" },          { ""N"" : ""9"" },          { ""N"" : ""-3"" },          { ""N"" : ""-2"" },          { ""N"" : ""-7"" },          { ""N"" : ""0"" },          { ""N"" : ""-5"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"m","10","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""15"" },          { ""N"" : ""8"" },          { ""N"" : ""-4"" },          { ""N"" : ""-19"" },          { ""N"" : ""-18"" },          { ""N"" : ""-8"" },          { ""N"" : ""6"" },          { ""N"" : ""18"" },          { ""N"" : ""21"" },          { ""N"" : ""6"" },          { ""N"" : ""-12"" },          { ""N"" : ""-18"" },          { ""N"" : ""-15"" },          { ""N"" : ""-7"" },          { ""N"" : ""8"" },          { ""N"" : ""17"" },          { ""N"" : ""17"" },          { ""N"" : ""7"" },          { ""N"" : ""-7"" },          { ""N"" : ""-9"" },          { ""N"" : ""-7"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""-4"" },          { ""N"" : ""2"" },          { ""N"" : ""-2"" },          { ""N"" : ""-3"" },          { ""N"" : ""3"" },          { ""N"" : ""5"" },          { ""N"" : ""0"" },          { ""N"" : ""3"" },          { ""N"" : ""-8"" },          { ""N"" : ""-2"" },          { ""N"" : ""-8"" },          { ""N"" : ""0"" },          { ""N"" : ""-2"" },          { ""N"" : ""3"" },          { ""N"" : ""5"" },          { ""N"" : ""2"" },          { ""N"" : ""-5"" },          { ""N"" : ""-4"" },          { ""N"" : ""-6"" },          { ""N"" : ""0"" },          { ""N"" : ""-3"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"o","6","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""4"" },          { ""N"" : ""7"" },          { ""N"" : ""12"" },          { ""N"" : ""5"" },          { ""N"" : ""0"" },          { ""N"" : ""-6"" },          { ""N"" : ""-10"" },          { ""N"" : ""-8"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" },          { ""N"" : ""6"" },          { ""N"" : ""9"" },          { ""N"" : ""11"" },          { ""N"" : ""4"" },          { ""N"" : ""2"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""10"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""-12"" },          { ""N"" : ""-9"" },          { ""N"" : ""-18"" },          { ""N"" : ""-7"" },          { ""N"" : ""-4"" },          { ""N"" : ""10"" },          { ""N"" : ""10"" },          { ""N"" : ""15"" },          { ""N"" : ""4"" },          { ""N"" : ""3"" },          { ""N"" : ""-2"" },          { ""N"" : ""-3"" },          { ""N"" : ""-10"" },          { ""N"" : ""-2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"o","8","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""1"" },          { ""N"" : ""0"" },          { ""N"" : ""11"" },          { ""N"" : ""8"" },          { ""N"" : ""5"" },          { ""N"" : ""3"" },          { ""N"" : ""-2"" },          { ""N"" : ""-9"" },          { ""N"" : ""-9"" },          { ""N"" : ""-6"" },          { ""N"" : ""0"" },          { ""N"" : ""-2"" },          { ""N"" : ""3"" },          { ""N"" : ""5"" },          { ""N"" : ""8"" },          { ""N"" : ""7"" },          { ""N"" : ""2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""4"" },          { ""N"" : ""8"" },          { ""N"" : ""8"" },          { ""N"" : ""-4"" },          { ""N"" : ""-11"" },          { ""N"" : ""-12"" },          { ""N"" : ""-9"" },          { ""N"" : ""-13"" },          { ""N"" : ""-5"" },          { ""N"" : ""0"" },          { ""N"" : ""6"" },          { ""N"" : ""7"" },          { ""N"" : ""11"" },          { ""N"" : ""9"" },          { ""N"" : ""3"" },          { ""N"" : ""0"" },          { ""N"" : ""-5"" },          { ""N"" : ""-5"" },          { ""N"" : ""-5"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"o","9","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""3"" },          { ""N"" : ""5"" },          { ""N"" : ""6"" },          { ""N"" : ""6"" },          { ""N"" : ""2"" },          { ""N"" : ""-2"" },          { ""N"" : ""-7"" },          { ""N"" : ""-10"" },          { ""N"" : ""-8"" },          { ""N"" : ""-2"" },          { ""N"" : ""0"" },          { ""N"" : ""6"" },          { ""N"" : ""12"" },          { ""N"" : ""8"" },          { ""N"" : ""6"" },          { ""N"" : ""1"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""8"" },          { ""N"" : ""7"" },          { ""N"" : ""-4"" },          { ""N"" : ""-3"" },          { ""N"" : ""-13"" },          { ""N"" : ""-13"" },          { ""N"" : ""-15"" },          { ""N"" : ""-7"" },          { ""N"" : ""-1"" },          { ""N"" : ""16"" },          { ""N"" : ""13"" },          { ""N"" : ""12"" },          { ""N"" : ""6"" },          { ""N"" : ""-2"" },          { ""N"" : ""-2"" },          { ""N"" : ""-9"" },          { ""N"" : ""-9"" },          { ""N"" : ""-2"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
"o","10","{  ""data"" : { ""M"" : {      ""x"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""6"" },          { ""N"" : ""13"" },          { ""N"" : ""6"" },          { ""N"" : ""3"" },          { ""N"" : ""-3"" },          { ""N"" : ""-15"" },          { ""N"" : ""-9"" },          { ""N"" : ""-3"" },          { ""N"" : ""-2"" },          { ""N"" : ""5"" },          { ""N"" : ""8"" },          { ""N"" : ""14"" },          { ""N"" : ""7"" },          { ""N"" : ""2"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      },      ""y"" : { ""L"" : [          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""9"" },          { ""N"" : ""5"" },          { ""N"" : ""4"" },          { ""N"" : ""-11"" },          { ""N"" : ""-10"" },          { ""N"" : ""-8"" },          { ""N"" : ""-19"" },          { ""N"" : ""-7"" },          { ""N"" : ""6"" },          { ""N"" : ""13"" },          { ""N"" : ""12"" },          { ""N"" : ""9"" },          { ""N"" : ""3"" },          { ""N"" : ""-1"" },          { ""N"" : ""-4"" },          { ""N"" : ""-13"" },          { ""N"" : ""-4"" },          { ""N"" : ""-1"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" },          { ""N"" : ""0"" }        ]      }    }  }}","30"
